,nearest_dist_head2head,nearest_dist_head2bottom,nearest_dist_head2body,nearest_dist_bottom2head
data/img0678.png,344.02602216838153,405.38352320857814,316.01097083645703,332.368283231117
data/img0679.png,inf,inf,inf,inf
data/img0680.png,inf,inf,inf,inf
data/img0681.png,inf,inf,inf,inf
data/img0682.png,inf,inf,inf,inf
data/img0683.png,inf,inf,inf,507.10055989813304
data/img0684.png,inf,inf,inf,433.35171850241915
data/img0685.png,inf,inf,inf,342.3792319767656
data/img0686.png,inf,inf,inf,inf
data/img0687.png,358.4935518778548,125.43226733580127,782.8768501424729,327.4466764803088
data/img0688.png,454.18739940469527,68.04119014244188,857.39061021742,260.8025213240856
data/img0689.png,494.0914764069502,66.44295264360146,877.0781275222864,213.87401882650437
data/img0690.png,inf,1003.6202908361311,881.0600928932147,inf
data/img0691.png,inf,1014.0603181709656,894.8649329245168,inf
data/img0692.png,501.3205970015593,1024.7602861591583,899.3702817221614,202.0223716547251
data/img0693.png,495.971921785901,1050.1548560517158,918.1720998690822,270.7145683722986
data/img0694.png,479.2393258581771,1066.6803365793335,925.7510229240906,261.91252280103015
data/img0695.png,inf,inf,inf,313.5708269880988
data/img0696.png,inf,inf,inf,inf
data/img0697.png,inf,inf,inf,inf
data/img0698.png,inf,inf,inf,inf
data/img0699.png,inf,inf,inf,inf
data/img0700.png,inf,inf,inf,inf
data/img0701.png,inf,163.2551192336708,441.06997177318686,inf
data/img0702.png,inf,127.5898317108393,470.7220832348954,inf
data/img0703.png,inf,inf,inf,inf
data/img0704.png,inf,130.5348995479739,492.80155374957997,inf
data/img0705.png,inf,123.00435836993793,498.1071950674877,inf
data/img0706.png,inf,108.91464221582214,474.40119767555416,inf
data/img0707.png,inf,inf,inf,inf
data/img0708.png,inf,inf,inf,inf
data/img0709.png,inf,inf,inf,inf
data/img0711.png,inf,inf,inf,inf
data/img0712.png,inf,inf,inf,inf
data/img0713.png,inf,inf,inf,inf
data/img0715.png,inf,inf,inf,inf
data/img0716.png,inf,inf,inf,inf
data/img0717.png,inf,inf,inf,inf
data/img0718.png,inf,inf,inf,inf
data/img0719.png,inf,inf,inf,inf
data/img0720.png,inf,inf,inf,inf
data/img0721.png,inf,inf,inf,inf
data/img0722.png,inf,inf,inf,inf
data/img0723.png,inf,inf,inf,inf
data/img0724.png,inf,inf,inf,inf
data/img0725.png,inf,inf,inf,inf
data/img0726.png,inf,inf,inf,inf
data/img0727.png,inf,inf,inf,inf
data/img0728.png,inf,inf,inf,inf
data/img0729.png,inf,inf,inf,inf
data/img0730.png,inf,inf,inf,inf
data/img0731.png,inf,inf,inf,inf
data/img0732.png,inf,inf,inf,inf
data/img0733.png,inf,inf,inf,inf
data/img0734.png,inf,127.54099645996254,181.80561096401834,inf
data/img0735.png,inf,179.12728683536758,305.84970194198286,inf
data/img0736.png,inf,272.0415549966583,494.43460324799264,inf
data/img0737.png,inf,337.0676888178398,484.3547588751449,inf
data/img0738.png,98.57451642792842,391.53820781374554,469.2774983834191,609.6521523336074
data/img0739.png,121.86942885317882,451.1914735209432,462.6461734176562,636.5071472065338
data/img0741.png,117.02661273829975,496.80718048152227,466.0124103261627,641.7780129889151
data/img0742.png,111.57287922250592,511.24537374728425,466.4193153997804,640.7377982021975
data/img0743.png,110.61415300493884,514.4159029860956,468.7269567669433,302.9207398792624
data/img0744.png,112.29320588975989,510.9647958303976,467.10421887304756,304.62123354914024
data/img0745.png,90.13903729794303,509.90678921642126,467.10421887304756,316.0650534446981
data/img0746.png,82.47870243887246,509.63453572143277,466.7676081306414,328.8521680162687
data/img0747.png,68.52587897283735,504.6877846748423,465.27561475860733,319.10197080087124
data/img0748.png,inf,inf,inf,304.2240867666463
